Date,Last Name,First Name,School,Sport,Class Year,Class Rank,Type,Partner,URL
11/14/2022,Jones,Matthew,Ohio State Buckeyes,Football,2018,RedShirt Senior,Company,Tire Discounters,https://twitter.com/nilmanagement/status/1592192881963700224?s=20&t=3Ux82c2K4RKB1RgSVRyYWQ
11/12/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,Alba Botanica,https://www.instagram.com/p/Ck3k9rBJgPJ/
11/11/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,The Indiana NIL Store,https://www.instagram.com/p/ClHGRZMp6hA/
11/10/2022,Elliott,Gabby,Michigan State Spartans,,2021,Sophomore,Company,Michigan State University FCU,https://twitter.com/gabbyy5_/status/1587904510533722112
11/10/2022,Stoller,RJ,Ohio State Buckeyes,,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/Cki1_ePOh0k/
11/10/2022,Roberts,Casey,Ohio State Buckeyes,,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/Cki3MzluSlv/
11/10/2022,Kimball,Abbey,Michigan State Spartans,,2022,Freshman,Company,Michigan State University FCU,https://www.instagram.com/p/CkeWVHxrvcy/
11/10/2022,Ozment,Tory,Michigan State Spartans,,2018,Senior,Company,Michigan State University FCU,https://www.instagram.com/p/CkdtUZhOoO7/
11/10/2022,Hagemann,DeeDee,Michigan State Spartans,,2021,Sophomore,Company,Michigan State University FCU,https://www.cutoday.info/Fresh-Today/MSUFCU-Enters-Into-NIL-Deal-With-MSU-Women-s-Basketball-Players
11/10/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Nebraska Greats Foundation & Teammates,https://www.instagram.com/p/CkyslYCp2Cy/
11/09/2022,Seider,Jaden,Penn State Nittany Lions,,2019,RedShirt Junior,Company,Kick The Sheets,
11/08/2022,Johnson,Cornelius,Michigan Wolverines,Football,2019,Senior,Company,Wolverine+,https://twitter.com/andrel_jr/status/1589690797582323712
11/04/2022,Perozek,Teddy,Ohio State Buckeyes,,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/CkioMvzuz14/
11/03/2022,Kingsbury,Carter,Iowa Hawkeyes,,2021,Freshman,Collective,The Swarm Collective,https://twitter.com/IowaSwarm/status/1588181647610056708/video/1
11/03/2022,Hallock,Theryn,Michigan State Spartans,,2022,Freshman,Company,Michigan State University FCU,https://www.instagram.com/p/CkeWGzwLtSY/
11/03/2022,Berger,Grace,Indiana Hoosiers,,2018,Senior,Company,Indiana NIL Store,https://www.instagram.com/p/CkhKnvHpAhK/
11/02/2022,Hardman,Bowen,Ohio State Buckeyes,Basketball,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/CkdmpQnOY5a/
10/31/2022,Reneau,Malik,Indiana Hoosiers,Basketball,2022,Freshman,,,https://twitter.com/WME_Sports/status/1587157710478319616?s=20&t=XPdPuL1d6sJ3tUN37TS1kg
10/31/2022,Bosco,Abby,Maryland Terrapins,,2017,,Company,Lacrosse Unlimited,https://www.instagram.com/p/CiyBNrPrcSY/
10/31/2022,Stover,Cade,Ohio State Buckeyes,Football,2019,RedShirt Junior,Company,Ag-Pro Companies,https://www.instagram.com/p/CkQvNC8PuAo/
10/31/2022,Leese,Emily,Rutgers Scarlet Knights,,2020,Sophomore,Company,crocs,https://www.instagram.com/reel/CkLcr-KDPPq/?utm_source=ig_web_copy_link
10/31/2022,Isaac,Adisa,Penn State Nittany Lions,Football,2019,RedShirt Junior,Company,ScienceLogic,https://twitter.com/AIOpsNick/status/1587064661882683398
10/31/2022,McCabe,Taylor,Iowa Hawkeyes,,2022,Freshman,Company,The Black and Gold Shop,https://twitter.com/_taylormccabe/status/1587207686629752833
10/27/2022,Hawkins,Coleman,Illinois Fighting Illini,Basketball,2020,Junior,,,https://twitter.com/WME_Sports/status/1585345804352466944
10/26/2022,Waddell,Brian,Purdue Boilermakers,,2021,RedShirt Freshman,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1584972167296741377/photo/2
10/26/2022,Kaufman-Renn,Trey,Purdue Boilermakers,Basketball,2021,RedShirt Freshman,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1584972167296741377/photo/2
10/26/2022,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Sophomore,Company,Kane Footwear,https://www.instagram.com/p/CkMFSX8vkTs/
10/26/2022,Brown,Spencer,Michigan State Spartans,Football,2019,RedShirt Junior,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Samac,Nick,Michigan State Spartans,Football,2019,RedShirt Junior,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Williams,Miyan,Ohio State Buckeyes,Football,2020,Junior,Company,Kane Footwear,https://www.instagram.com/p/CkMFSX8vkTs/
10/26/2022,Carrick,Matt,Michigan State Spartans,Football,2017,RedShirt Senior,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Gillis,Mason,Purdue Boilermakers,Basketball,2019,RedShirt Junior,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1585317244611223553
10/26/2022,Wigenton,Kevin,Michigan State Spartans,Football,2021,RedShirt Freshman,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Duplain,J.D.,Michigan State Spartans,Football,2019,RedShirt Junior,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,VanDeMark,Geno,Michigan State Spartans,Football,2021,RedShirt Freshman,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Loyer,Fletcher,Purdue Boilermakers,Basketball,2022,Freshman,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1584972167296741377/photo/2
10/26/2022,Morton,Ethan,Purdue Boilermakers,Basketball,2020,Junior,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1584972167296741377/photo/2
10/26/2022,Boyd,Ethan,Michigan State Spartans,Football,2021,RedShirt Freshman,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Burke,Denzel,Ohio State Buckeyes,Football,2021,Sophomore,Company,Kane Footwear,https://www.instagram.com/p/CkMFSX8vkTs/
10/26/2022,Fincher,Dallas,Michigan State Spartans,Football,2020,RedShirt Sophomore,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Heide,Camden,Purdue Boilermakers,Basketball,2022,Freshman,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1584972167296741377/photo/2
10/26/2022,Furst,Caleb,Purdue Boilermakers,Basketball,2021,Sophomore,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1585317244611223553
10/26/2022,Greene,Brian,Michigan State Spartans,Football,2017,RedShirt Senior,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Baldwin,Brandon,Michigan State Spartans,Football,2019,RedShirt Sophomore,Company,Hungry Howie's,https://twitter.com/Matt_carrick56/status/1585044406129737728
10/26/2022,Smith,Braden,Purdue Boilermakers,Basketball,2022,Freshman,Company,Versiti Blood Center of Indiana,https://twitter.com/BoilerAlliance/status/1584972167296741377/photo/2
10/25/2022,DeVito,Tommy,Illinois Fighting Illini,Football,2017,RedShirt Senior,Company,Slumberland Furniture Champaign,https://www.instagram.com/p/CkJMCqcuKLk/
10/25/2022,Allen,Braelon,Wisconsin Badgers,Football,2021,Sophomore,Company,Outback Steakhouse,
10/25/2022,Czinano,Monika,Iowa Hawkeyes,,2018,Senior,Company,The Black and Gold Shop,https://twitter.com/MCzinano/status/1584987420742668289
10/24/2022,Isaac,Adisa,Penn State Nittany Lions,Football,2019,RedShirt Junior,Collective,We Are,https://twitter.com/WeAreNILPSU/status/1584599772832608256
10/21/2022,Williams,Danielle,Northwestern Wildcats,,2019,Senior,Company,Diamond Kinetics,https://www.instagram.com/p/Cj_pXsbjES1/
10/21/2022,Kimball-McKavish,Amani,Ohio State Buckeyes,,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/Cj_AIBiOSR3/
10/20/2022,McMahon,Cotie,Ohio State Buckeyes,,2022,Freshman,Company,Moolah Kicks,https://www.instagram.com/p/Cj9Jq8AsWpQ/?utm_source=ig_web_copy_link
10/19/2022,DeVito,Tommy,Illinois Fighting Illini,Football,2017,RedShirt Senior,Company,Hamilton Walker's,https://twitter.com/tommydevito007/status/1582795633915703296
10/19/2022,Allen,Braelon,Wisconsin Badgers,Football,2021,Sophomore,Collective,The Varsity Collective,https://thevarsitycollective.com/bobblehead/
10/18/2022,Goode,Luke,Illinois Fighting Illini,Basketball,2021,Sophomore,Company,NextName,https://www.instagram.com/p/Cj3hWgZP7BW/
10/18/2022,Mayer,Matthew,Illinois Fighting Illini,Basketball,2018,Senior,Company,NextName,https://www.instagram.com/p/Cj3hWgZP7BW/
10/18/2022,Harris,Sencire,Illinois Fighting Illini,Basketball,2022,Freshman,Company,NextName,https://www.instagram.com/nextname_io/
10/18/2022,Rodgers,Ty,Illinois Fighting Illini,Basketball,2022,Freshman,Company,NextName,https://www.instagram.com/p/Cj3hWgZP7BW/
10/18/2022,Hawkins,Coleman,Illinois Fighting Illini,Basketball,2020,Junior,Company,NextName,https://www.instagram.com/p/Cj3hWgZP7BW/
10/18/2022,Dainja,Dain,Illinois Fighting Illini,Basketball,2020,RedShirt Sophomore,Company,NextName,https://www.instagram.com/p/Cj3hWgZP7BW/
10/18/2022,Shannon,Terrence,Illinois Fighting Illini,Basketball,2019,Senior,Company,NextName,https://www.instagram.com/nextname_io/
10/17/2022,Carter,Abdul,Penn State Nittany Lions,Football,2022,Freshman,Company,Big Dean's Hot Chicken,https://twitter.com/success_w_honor/status/1582104767018377216
10/17/2022,Tuimoloau,J.T.,Ohio State Buckeyes,Football,2021,Sophomore,Company,Mark Wahlberg Chevrolet of Columbus,https://www.instagram.com/stories/highlights/17964142501960446/
10/17/2022,Coleman,Zoe,Ohio State Buckeyes,,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/Cj0eFcBOWbo/
10/14/2022,Hood-Schifino,Jalen,Indiana Hoosiers,Basketball,2022,Freshman,Company,CommunityCars.com,https://twitter.com/HoosierHystrcs/status/1581023412121526273
10/13/2022,Allen,Braelon,Wisconsin Badgers,Football,2021,Sophomore,Company,Candy Digital,https://www.instagram.com/p/Cjn8FRcgtuL/
10/13/2022,Tarburton,Nick,Penn State Nittany Lions,Football,2018,RedShirt Senior,,,https://twitter.com/limitlessnil/status/1580567812862808064
10/13/2022,Omoruyi,Cliff,Rutgers Scarlet Knights,Basketball,2020,Junior,Company,16 Handles,https://www.youtube.com/watch?v=Y9d-oHKZv_0
10/13/2022,Sheldon,Jacy,Ohio State Buckeyes,,2019,Senior,Company,Express,https://www.instagram.com/p/CjrCB_Fr2Z7/
10/13/2022,Mikesell,Taylor,Ohio State Buckeyes,,2018,Senior,Company,Express,https://www.instagram.com/p/Cjq_TctMEVB/
10/13/2022,McCabe,Taylor,Iowa Hawkeyes,,2022,Freshman,Company,Nebraska Furniture Mart,https://twitter.com/_taylormccabe/status/1580675624519503872
10/12/2022,Lambert-Smith,KeAndre,Penn State Nittany Lions,Football,2020,Sophomore,Company,Pepsi,https://www.tiktok.com/@drelambertt/video/7147117212640300331
10/11/2022,Rodriguez,Lexi,Nebraska Cornhuskers,,2021,Sophomore,Company,United Equity,https://twitter.com/Alexis14Rod/status/1579940016729763840
10/10/2022,Clark,Caitlin,Iowa Hawkeyes,,2020,Junior,Company,Nike,https://twitter.com/nikebasketball/status/1579502094155153409
10/10/2022,Pribula,Beau,Penn State Nittany Lions,Football,2022,Freshman,Company,Shipley Energy,https://twitter.com/beauprib/status/1579460870790590465?s=20&t=PygvV0TzigEa3vw6Bc3Nbg
10/05/2022,Camden,Anna,Penn State Nittany Lions,,2019,Senior,Company,Urban Outfitters,https://www.instagram.com/p/CjWQ9rMpa19/
10/03/2022,Sensabaugh,Brice,Ohio State Buckeyes,Basketball,2022,Freshman,Collective,The O Foundation,https://www.dispatch.com/story/sports/college/basketball/2022/10/03/buckeyes-mens-basketball-buoyed-by-new-nil-collective/69533072007/
10/03/2022,Thornton,Bruce,Ohio State Buckeyes,Basketball,2022,Freshman,Collective,The O Foundation,https://www.dispatch.com/story/sports/college/basketball/2022/10/03/buckeyes-mens-basketball-buoyed-by-new-nil-collective/69533072007/
10/03/2022,Okpara,Felix,Ohio State Buckeyes,Basketball,2022,Senior,Collective,The O Foundation,https://www.dispatch.com/story/sports/college/basketball/2022/10/03/buckeyes-mens-basketball-buoyed-by-new-nil-collective/69533072007/
10/03/2022,Hood-Schifino,Jalen,Indiana Hoosiers,Basketball,2022,Freshman,Company,The F1NO Project,https://twitter.com/jalenhs/status/1577071675442884609
10/03/2022,Sueing,Justice,Ohio State Buckeyes,Basketball,2017,RedShirt Sophomore,Collective,The O Foundation,https://www.dispatch.com/story/sports/college/basketball/2022/10/03/buckeyes-mens-basketball-buoyed-by-new-nil-collective/69533072007/
10/03/2022,Gayle Jr.,Roddy,Ohio State Buckeyes,Basketball,2022,Freshman,Collective,The O Foundation,https://www.dispatch.com/story/sports/college/basketball/2022/10/03/buckeyes-mens-basketball-buoyed-by-new-nil-collective/69533072007/
10/03/2022,Key,Zed,Ohio State Buckeyes,Basketball,2020,Freshman,Collective,The O Foundation,https://www.dispatch.com/story/sports/college/basketball/2022/10/03/buckeyes-mens-basketball-buoyed-by-new-nil-collective/69533072007/
10/03/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,CommunityCars.com,https://www.instagram.com/p/CjQfMGnO1av/
10/02/2022,Morgan,Tanner,Minnesota Golden Gophers,Football,2017,RedShirt Senior,Company,CAMPUS,https://www.instagram.com/p/CjN7uzWLV9j/
10/02/2022,Bussey,Nya,Ohio State Buckeyes,,2019,Senior,Company,Playa Bowls,https://www.instagram.com/p/CjPAatGoDxD/
10/01/2022,Robinson,Devyn,Wisconsin Badgers,,2020,Junior,Company,FreshFin,https://www.instagram.com/p/CjLYg0Gro51/
09/30/2022,Pehlke,Mitchell,Ohio State Buckeyes,,2020,Junior,Company,SoFi,https://www.instagram.com/p/CjWbPEiJENL/
09/29/2022,Tagovailoa,Taulia,Maryland Terrapins,Football,2019,RedShirt Junior,Company,Candy Digital,https://www.instagram.com/p/CjBYBxKuBvl/
09/28/2022,Thompson,Race,Indiana Hoosiers,Basketball,2017,RedShirt Junior,Company,Merchants Bank of Indiana,https://twitter.com/ZachOsterman/status/1575205711964819456
09/28/2022,Jackson-Davis,Trayce,Indiana Hoosiers,Basketball,2019,Junior,Company,Merchants Bank of Indiana,https://twitter.com/ZachOsterman/status/1575205711964819456
09/28/2022,Walley,Justin,Minnesota Golden Gophers,Football,2021,Sophomore,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Spann-Ford,Brevyn,Minnesota Golden Gophers,Football,2018,RedShirt Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Smith,Terell,Minnesota Golden Gophers,Football,2018,Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Schmitz,John Michael,Minnesota Golden Gophers,Football,2017,RedShirt Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Samuels,Taurus,Minnesota Golden Gophers,Basketball,2018,Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Potts,Treyson,Penn State Nittany Lions,Football,2019,RedShirt Junior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Payne,Pharrel,Minnesota Golden Gophers,Basketball,2022,Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Nubin,Tyler,Minnesota Golden Gophers,Football,2019,Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Morgan,Tanner,Minnesota Golden Gophers,Football,2017,RedShirt Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Kaliakmanis,Athan,Minnesota Golden Gophers,Football,2021,RedShirt Freshman,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Ola-Joseph,Josh,Minnesota Golden Gophers,Basketball,2022,Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Ihnen,Isaiah,Minnesota Golden Gophers,Basketball,2019,Freshman,Collective,Dinkytown Athletes,
09/28/2022,Garcia,Dawson,Minnesota Golden Gophers,Basketball,2020,Sophomore,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Fox,Parker,Minnesota Golden Gophers,,2017,RedShirt Junior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Ersery,Aireontae,Minnesota Golden Gophers,Football,2020,RedShirt Sophomore,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Eastern,Deven,Minnesota Golden Gophers,Football,2021,RedShirt Freshman,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Dixon,Michael,Rutgers Scarlet Knights,Football,2020,Junior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Carrington,Braeden,Minnesota Golden Gophers,Basketball,2022,Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Battle,Jamison,Ohio State Buckeyes,Basketball,2019,Junior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Autman-Bell,Chris,Minnesota Golden Gophers,Football,2017,RedShirt Senior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Battle,Jamison,Ohio State Buckeyes,Basketball,2019,Junior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Battle,Jamison,Ohio State Buckeyes,Basketball,2019,Junior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Battle,Jamison,Ohio State Buckeyes,Basketball,2019,Junior,Collective,Dinkytown Athletes,https://dinkytownathletes.com/our-athletes/
09/28/2022,Henning,A.J.,Michigan Wolverines,Football,2020,Junior,Company,Urban Outfitters,
09/27/2022,Cephas,Dante,Penn State Nittany Lions,Football,2019,RedShirt Junior,Company,Water Street Tavern,https://twitter.com/WaterStTavern/status/1574861995135868940
09/27/2022,Francois,Jaiden,Nebraska Cornhuskers,Football,2020,RedShirt Sophomore,Company,Mellow Mushroom,https://twitter.com/ProperMgt/status/1574841781677690908
09/26/2022,Montgomery,Nasir,Rutgers Scarlet Knights,Football,2020,Sophomore,Collective,Knights of The Raritan,https://twitter.com/Esco814/status/1574473097259888640
09/26/2022,Altmyer,Luke,Illinois Fighting Illini,Football,2021,RedShirt Freshman,Company,Sport Stix Pretzels,https://twitter.com/lukealtmyer9/status/1574566536404148231?s=20&t=_2eZUz3xc8CLeQYpM7SwWw
09/24/2022,Reed,Tarris,Michigan Wolverines,Basketball,2022,Senior,Company,Cameron’s Music,https://twitter.com/Kellen__Voss/status/1573658594385559552?s=20&t=CIN8WZIufOMbAdXSW041ug
09/23/2022,Likekele,Isaac,Ohio State Buckeyes,Basketball,2018,Senior,Collective,The Foundation,https://twitter.com/_Issaaac/status/1572961531729481728/photo/1
09/23/2022,Key,Zed,Ohio State Buckeyes,Basketball,2020,Freshman,Collective,The Foundation,https://twitter.com/TheFoundation1_/status/1572559770862886913/photo/1
09/23/2022,Sueing,Justice,Ohio State Buckeyes,Basketball,2017,RedShirt Sophomore,Collective,The Foundation,https://twitter.com/TheFoundation1_/status/1572559896297734148/photo/1
09/22/2022,Fleming,Julian,Ohio State Buckeyes,Football,2020,Junior,Company,Gopuff,https://twitter.com/julian_040/status/1573092353107263488/video/1
09/20/2022,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Sophomore,Collective,The Foundation,https://twitter.com/TheFoundation1_/status/1572339768192634882?s=20&t=r0k4uTm1rX6h-ZmYyQVuBA
09/20/2022,Burke,Denzel,Ohio State Buckeyes,Football,2021,Sophomore,Collective,The Foundation,https://twitter.com/TheFoundation1_/status/1572339768192634882?s=20&t=r0k4uTm1rX6h-ZmYyQVuBA
09/19/2022,Hocking,Penelope,Penn State Nittany Lions,,2017,Senior,Collective,Success with Honor,https://twitter.com/hockingpenelope/status/1571867798950842369
09/19/2022,Hallock,Theryn,Michigan State Spartans,,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/CisrEG4ugyy/
09/19/2022,Kimball,Abbey,Michigan State Spartans,,2022,Freshman,Company,Playa Bowls,https://www.instagram.com/p/CisueeoOgdQ/
09/16/2022,Goode,Luke,Illinois Fighting Illini,Basketball,2021,Sophomore,Company,Charlie Hustle,https://twitter.com/CharlieHustleCo/status/1570865228341985281?s=20&t=CdfNL5pNd7_zcu24uipjLA
09/15/2022,Pehlke,Mitchell,Ohio State Buckeyes,,2020,Junior,Company,Minute Rice,https://www.instagram.com/p/CiispW9prDn/
09/14/2022,Crisler,Zylon,Illinois Fighting Illini,Football,2021,Sophomore,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/14/2022,Woods,Jamal,Illinois Fighting Illini,Football,2017,RedShirt Senior,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/14/2022,Slaughter,Jordyn,Illinois Fighting Illini,Football,2018,RedShirt Junior,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/14/2022,Randolph,Keith,Illinois Fighting Illini,Football,2019,RedShirt Sophomore,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/14/2022,Pihlstrom,Alex,Illinois Fighting Illini,,2017,RedShirt Senior,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/14/2022,Pearl,Julian,Illinois Fighting Illini,Football,2018,RedShirt Junior,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/14/2022,Newton,Johnny,Illinois Fighting Illini,Football,2020,Freshman,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/14/2022,Barnes,Bryce,Illinois Fighting Illini,,2019,Junior,Collective,Illini Guardians,https://twitter.com/illiniguardians/status/1570042386604072960
09/12/2022,Hepburn,Chucky,Wisconsin Badgers,Basketball,2021,Senior,Company,Fetch Rewards,
09/12/2022,Dike,Chimere,Wisconsin Badgers,Football,2020,Junior,Company,Fetch Rewards,
09/09/2022,Nwankpa,Xavier,Iowa Hawkeyes,Football,2022,Freshman,Company,Kum & Go,https://twitter.com/kumandgo/status/1567933096804188160
09/09/2022,McNamara,Cade,Iowa Hawkeyes,Football,2019,RedShirt Junior,Company,PING Golf,https://twitter.com/deals_nil/status/1568058341330493440?s=20&t=chpt7PpMRqz10xnzH3MmVg
09/08/2022,Camden,Anna,Penn State Nittany Lions,,2019,Senior,Company,Camp Camden,https://twitter.com/annnacamden/status/1567969883891310592
09/08/2022,Phelia,Laila,Michigan Wolverines,,2021,Sophomore,Company,The M Den,https://www.instagram.com/p/CiQ5quGO3Ur/?utm_source=ig_web_copy_link
09/08/2022,Gyamfi,Jada,Iowa Hawkeyes,,2022,Freshman,Company,Kum & Go,https://www.instagram.com/p/CiQRrh2uDkY/
09/07/2022,Phelia,Laila,Michigan Wolverines,,2021,Sophomore,Company,Meta,https://www.instagram.com/p/CiNcAuSun7M/?utm_source=ig_web_copy_link
09/07/2022,Holman,Ziyah,Michigan Wolverines,,2020,Junior,Company,Urban Outfitters,https://www.instagram.com/p/CiN2t1pOaIJ/
09/06/2022,Dawkins,Nick,Penn State Nittany Lions,Football,2020,RedShirt Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313b2261faa060004862c6f
09/06/2022,Traore,Ibrahim,Penn State Nittany Lions,Football,2020,RedShirt Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313b605abaceb00049060a7
09/06/2022,Israel-Achumba,Golden,Penn State Nittany Lions,Football,2020,RedShirt Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313b609cbbeae000446555a
09/06/2022,Nourzad,Hunter,Penn State Nittany Lions,,2018,RedShirt Senior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313b7610d0f31000493b009
09/06/2022,Tengwall,Landon,Penn State Nittany Lions,Football,2021,RedShirt Freshman,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313ba098ddfca00044975d9
09/06/2022,Wormley,Saleem,Penn State Nittany Lions,Football,2019,RedShirt Junior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313bb651faa060004862d44
09/06/2022,Effner,Bryce,Penn State Nittany Lions,Football,2018,RedShirt Senior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313bbdaefd0c1000494caf0
09/06/2022,Christ,Jimmy,Penn State Nittany Lions,Football,2020,RedShirt Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313c16835177e0004089b7c
09/06/2022,Ellis,Keaton,Penn State Nittany Lions,Football,2019,Junior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313c548cbbeae0004465684
09/06/2022,Fashanu,Olu,Penn State Nittany Lions,Football,2020,Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313dae373ab530004c62609
09/06/2022,Wallace,Caedan,Penn State Nittany Lions,Football,2019,RedShirt Junior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313dda3e32ea70004e238cd
09/06/2022,Ford,Devyn,Penn State Nittany Lions,Football,2019,Junior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313deabd31a310004f1fab0
09/06/2022,Izzard,Coziah,Penn State Nittany Lions,Football,2020,RedShirt Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313e824c448070004eee053
09/06/2022,Ellies,D'Von,Penn State Nittany Lions,Football,2019,RedShirt Junior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6313f0ddb55c780004726efa
09/06/2022,Durant,Zane,Penn State Nittany Lions,Football,2022,Freshman,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6314cf8d73ab530004c6334a
09/06/2022,Jacobs,Curtis,Penn State Nittany Lions,Football,2020,Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6314d835e32ea70004e24681
09/06/2022,Sahaydak,Sander,Penn State Nittany Lions,Football,2021,RedShirt Freshman,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6314d90c73ab530004c6340e
09/06/2022,Pinegar,Jake,Penn State Nittany Lions,Football,2018,RedShirt Senior,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6314fc5173ab530004c63731
09/06/2022,Wheatley,Zakee,Penn State Nittany Lions,Football,2021,RedShirt Freshman,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/63152fac54ffbb00045c7506
09/06/2022,Wallace,Harrison,Penn State Nittany Lions,Football,2021,RedShirt Freshman,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/631538c3b306df00048b8ac2
09/06/2022,Elsdon,Tyler,Penn State Nittany Lions,Football,2020,Sophomore,Collective,Lions Legacy Club,https://www.lionslegacyclub.com/student/6316acab1be97400040bbc32
09/05/2022,Jones,Matthew,Ohio State Buckeyes,Football,2018,RedShirt Senior,Company,Applebee's,https://twitter.com/GrindTime55/status/1566600905234980864?s=20&t=4CK5bL2XaKG6-n7y36hjeA
